9.4922	10.7024	2.0
13.0522	13.8071	99.0
13.8147	14.6323	31.0
29.0123	29.7552	31.0
35.9988	36.7426	99.0
36.7691	37.4163	31.0
43.7245	44.019	29.0
55.062	56.9833	31.0
74.3015	75.0759	31.0
77.8973	79.5817	7.0
79.6948	81.7343	20.0
89.6431	90.641	29.0
90.0487	90.4739	31.0
91.6853	93.0359	8.0
93.0359	93.5656	99.0
95.4874	96.5046	99.0
96.5071	97.113	31.0
98.7715	99.9699	99.0
104.3241	104.9491	31.0
108.486	110.0697	20.0
119.0801	119.6433	99.0
119.53	120.1358	31.0
124.3149	124.9331	99.0
124.9404	125.5397	31.0
132.0418	132.5796	31.0
132.705	133.1462	31.0
135.5347	138.8079	99.0
144.3105	146.6708	20.0
155.7055	156.5335	99.0
158.2337	159.4086	99.0
160.3781	161.0949	31.0
162.1022	163.4287	20.0
166.1459	167.5248	20.0
170.7751	171.6514	99.0
179.7992	180.2346	99.0
183.1112	183.87	99.0
185.1229	185.7466	31.0
190.2557	190.8683	31.0
201.3879	204.8256	20.0
207.0029	208.5448	99.0
221.2239	222.0541	99.0
222.0493	222.4193	99.0
222.4216	223.1099	99.0
224.0345	224.5206	99.0
228.8507	229.7075	20.0
234.2694	235.2297	20.0
242.6469	243.2879	99.0
244.9034	245.5628	31.0
265.3408	266.2238	99.0
266.9058	268.5267	21.0
292.2639	292.9355	29.0
294.1853	295.041	99.0
297.7051	299.0302	99.0
302.2971	302.8531	27.0
304.2551	305.6216	99.0
306.4073	307.5709	99.0
311.2301	311.7285	99.0
312.8507	313.5314	99.0
315.9908	317.1968	99.0
318.9122	319.8237	31.0
320.8177	321.7754	99.0
322.2727	323.0767	31.0
330.7702	333.9293	16.0
333.75	334.9298	8.0
334.9281	335.7001	99.0
338.6382	339.1653	31.0
342.2118	343.1026	99.0
346.2434	346.9565	99.0
349.1815	349.7047	31.0
352.2272	354.3695	99.0
354.376	355.9229	99.0
358.9059	360.1499	99.0
361.2848	361.9315	31.0
362.7359	364.0328	20.0
364.0331	366.5818	99.0
369.1779	370.9741	99.0
373.5331	376.3277	20.0
381.241	382.0924	31.0
382.9808	383.584	31.0
386.771	388.0026	99.0
395.0137	395.5924	31.0
395.0157	395.6244	29.0
404.6991	407.0768	20.0
407.0796	408.7389	99.0
410.5454	412.6252	99.0
413.0679	414.0091	31.0
414.5177	415.2168	99.0
420.6276	422.4368	99.0
423.645	424.9308	99.0
428.3988	429.0641	99.0
431.8357	445.4996	99.0
447.9159	448.4488	31.0
451.6843	453.7581	21.0
461.1809	464.1254	20.0
466.3461	467.6703	99.0
480.0628	481.2369	99.0
485.5291	488.3557	99.0
488.4661	489.7981	99.0
491.2085	491.9548	31.0
493.3102	496.0893	20.0
496.0847	498.0553	99.0
498.9937	499.5724	31.0
502.812	504.6627	99.0
506.185	506.7986	31.0
510.9997	512.7162	99.0
514.2083	515.0195	31.0
516.9812	520.1528	99.0
